year,title,rating,Execution time
1994,Foreign Student,0,
1994,Death Machine,0,
1994,Africa: The Serengeti,0,
1994,Pontiac Moon,0,
1994,Sister My Sister,0,
1994,Love and a .45,0,
1994,Black Beauty,0,
1994,The Little Rascals,0,
1994,"The Beans of Egypt, Maine",0,
1994,Twin Sitters,0,
1994,Police Academy: Mission to Moscow,0,
1994,Destiny in Space,0,
1994,The Search for One-eye Jimmy,0,
1994,Phantasm III: Lord of the Dead,0,
1994,Ai qing wan sui,0,
1995,En avoir (ou pas),NULL,
1995,Wild Bill,NULL,
1995,Condition Red,NULL,
1995,Angel Baby,NULL,
1995,Curtis's Charm,NULL,
1995,Tough and Deadly,NULL,
1995,Gospa,4.5,
1995,Underground,4.4,
1995,Land and Freedom,4.3,
1995,La haine,4.3,
1995,Antonia,4.2,
1995,"Institute Benjamenta, or This Dream People Call Human Life",4.2,
1995,The Usual Suspects,4.2,
1995,The Usual Suspects,4.2,
1995,Before Sunrise,4.1,
1995,Schlafes Bruder,4.1,
1995,In the Bleak Midwinter,4.1,
1995,Duo luo tian shi,4,
1995,To vlemma tou Odyssea,4,
1995,Desert Winds,4,
1995,From the Journals of Jean Seberg,4,
1995,Badkonake sefid,4,
1995,Duo luo tian shi,4,
1995,La cité des enfants perdus,4,
1995,Dead Man,4,
1995,Maboroshi no hikari,4,
1995,Nico Icon,4,
1995,My Family,3.9,
1995,Kôkaku kidôtai,3.9,
1995,When Night Is Falling,3.9,
1995,La cérémonie,3.9,
1995,Smoke,3.9,
1995,Cold Fever,3.9,
1995,Heat,3.9,
1995,The Celluloid Closet,3.9,
1995,Frank and Ollie,3.9,
1995,Persuasion,3.9,
1995,Casino,3.9,
1995,Sense and Sensibility,3.8,
1995,Braveheart,3.8,
1995,New Jersey Drive,3.8,
1995,Living in Oblivion,3.8,
1995,Nelly & Monsieur Arnaud,3.8,
1995,Frankie Starlight,3.8,
1995,Cold Comfort Farm,3.7,
1995,Toy story,3.7,
1995,Flirt,3.7,
1995,Le hussard sur le toit,3.7,
1995,Once Upon a Time... When We Were Colored,3.7,
1995,Forgotten Silver,3.7,
1995,The Cure,3.7,
1995,The Cure,3.7,
1995,Toy Story,3.7,
1995,Toy Story,3.7,
1995,Richard III,3.7,
1995,Welcome to the Dollhouse,3.7,
1995,Margaret's Museum,3.7,
1995,"301, 302",3.7,
1995,Das Versprechen,3.7,
1995,Anne Frank Remembered,3.7,
1995,Richard III,3.7,
1995,The Young Poisoner's Handbook,3.7,
1995,L'uomo delle stelle,3.7,
1995,La flor de mi secreto,3.7,
1995,The Bridges of Madison County,3.6,
1995,Yao a yao yao dao waipo qiao,3.6,
1995,Losing Isaiah,3.6,
1995,Leaving Las Vegas,3.6,
1995,The Bridges of Madison County,3.6,
1995,Apollo 13,3.6,
1995,Mallrats,3.6,
1995,Dead Man Walking,3.6,
1995,Al di là delle nuvole,3.6,
1995,Die Hard: With a Vengeance,3.6,
1995,Jack & Sarah,3.6,
1995,Les rendez-vous de Paris,3.6,
1995,Tommy Boy,3.6,
1995,Things to Do in Denver When You're Dead,3.5,
1995,Carrington,3.5,
1995,Kids,3.5,
1995,Now and Then,3.5,
1995,Nixon,3.5,
1995,Bad Boys,3.5,
1995,Desperado,3.5,
1995,Crimson Tide,3.5,
1995,Clockers,3.5,
1995,Blue in the Face,3.5,
1995,Beyond Rangoon,3.5,
1995,Murder in the First,3.5,
1995,The Basketball Diaries,3.5,
1995,Bad Boys,3.5,
1995,Madagascar Skin,3.5,
1995,Guantanamera,3.5,
1995,Party Girl,3.5,
1995,Four Rooms,3.5,
1995,Empire Records,3.5,
1995,Higher Learning,3.5,
1995,Mr. Holland's Opus,3.5,
1995,In the Mouth of Madness,3.5,
1995,Billy Madison,3.5,
1995,The Incredibly True Adventure of Two Girls in Love,3.5,
1995,"Cry, the Beloved Country",3.5,
1995,A Little Princess,3.4,
1995,GoldenEye,3.4,
1995,Denise Calls Up,3.4,
1995,A Little Princess,3.4,
1995,The Grass Harp,3.4,
1995,Fluke,3.4,
1995,Home for the Holidays,3.4,
1995,Gazon maudit,3.4,
1995,Total Eclipse,3.4,
1995,Stonewall,3.4,
1995,Funny Bones,3.4,
1995,Dolores Claiborne,3.4,
1995,Jeffrey,3.4,
1995,A Walk in the Clouds,3.3,
1995,Othello,3.3,
1995,Othello,3.3,
1995,Circle of Friends,3.3,
1995,Palookaville,3.3,
1995,The Prophecy,3.3,
1995,Dead Presidents,3.3,
1995,Angels and Insects,3.3,
1995,Unzipped,3.3,
1995,Magic in the Water,3.3,
1995,Mighty Aphrodite,3.3,
1995,Devil in a Blue Dress,3.3,
1995,Strange Days,3.3,
1995,Last Summer in the Hamptons,3.3,
1995,Two Bits,3.3,
1995,Waiting to Exhale,3.3,
1995,Restoration,3.3,
1995,The Crossing Guard,3.3,
1995,Rob Roy,3.3,
1995,The Run of the Country,3.3,
1995,The Doom Generation,3.3,
1995,Boca a boca,3.3,
1995,Get Shorty,3.2,
1995,Titanica,3.2,
1995,Live Nude Girls,3.2,
1995,How to Make an American Quilt,3.2,
1995,Pocahontas,3.2,
1995,Unstrung Heroes,3.2,
1995,The American President,3.2,
1995,Roommates,3.2,
1995,French Kiss,3.2,
1995,Hackers,3.2,
1995,Jumanji,3.2,
1995,Tales from the Crypt: Demon Knight,3.2,
1995,A Modern Affair,3.2,
1995,Butterfly Kiss,3.2,
1995,While You Were Sleeping,3.2,
1995,Ace Ventura: When Nature Calls,3.2,
1995,An Awfully Big Adventure,3.2,
1995,The Perez Family,3.2,
1995,The Brothers McMullen,3.2,
1995,The Fantasticks,3.2,
1995,Balto,3.2,
1995,Powder,3.1,
1995,A Goofy Movie,3.1,
1995,Tales from the Hood,3.1,
1995,A Month by the Lake,3.1,
1995,Dangerous Minds,3.1,
1995,The Quick and the Dead,3.1,
1995,Boys on the Side,3.1,
1995,A Pyromaniac's Love Story,3.1,
1995,Nick of Time,3.1,
1995,The Journey of August King,3.1,
1995,Hung fan kui,3.1,
1995,Outbreak,3.1,
1995,"To Wong Foo Thanks for Everything, Julie Newmar",3.1,
1995,Halloween: The Curse of Michael Myers,3.1,
1995,Copycat,3.1,
1995,Just Cause,3.1,
1995,The Crude Oasis,3.1,
1995,Moonlight and Valentino,3.1,
1995,Lord of Illusions,3,
1995,Forget Paris,3,
1995,Senior Trip,3,
1995,Three Wishes,3,
1995,Something to Talk About,3,
1995,Underneath,3,
1995,Casper,3,
1995,Screamers,3,
1995,Search and Destroy,3,
1995,Blue Juice,3,
1995,The Amazing Panda Adventure,3,
1995,Heidi Fleiss: Hollywood Madam,3,
1995,Babe,3,
1995,Father of the Bride Part II,3,
1995,First Knight,3,
1995,The Englishman Who Went Up a Hill But Came Down a Mountain,3,
1995,The Tie That Binds,3,
1995,Babe,3,
1995,The Stars Fell on Henrietta,3,
1995,The Pompatus of Love,2.9,
1995,Kiss of Death,2.9,
1995,The Baby-Sitters Club,2.9,
1995,Across the Sea of Time,2.9,
1995,Major Payne,2.9,
1995,It Takes Two,2.9,
1995,Rough Magic,2.9,
1995,The Scarlet Letter,2.9,
1995,Steal Big Steal Little,2.9,
1995,Feast of July,2.9,
1995,Bye Bye Love,2.9,
1995,Canadian Bacon,2.9,
1995,The Scarlet Letter,2.9,
1995,Kiss of Death,2.9,
1995,Batman Forever,2.9,
1995,Virtuosity,2.8,
1995,Tank Girl,2.8,
1995,Dracula: Dead and Loving It,2.8,
1995,Tank Girl,2.8,
1995,Hideaway,2.8,
1995,Jefferson in Paris,2.8,
1995,Houseguest,2.8,
1995,Mortal Kombat,2.8,
1995,Never Talk to Strangers,2.8,
1995,The Net,2.8,
1995,White Man's Burden,2.8,
1995,Free Willy 2: The Adventure Home,2.8,
1995,The Indian in the Cupboard,2.7,
1995,Candyman: Farewell to the Flesh,2.7,
1995,Village of the Damned,2.7,
1995,Mighty Morphin Power Rangers: The Movie,2.7,
1995,Nine Months,2.7,
1995,Species,2.7,
1995,The Big Green,2.7,
1995,Money Train,2.7,
1995,Village of the Damned,2.7,
1995,Tom and Huck,2.7,
1995,Two Much,2.7,
1995,Waterworld,2.6,
1995,Bushwhacked,2.6,
1995,Under Siege 2: Dark Territory,2.6,
1995,Destiny Turns on the Radio,2.6,
1995,Stuart Saves His Family,2.6,
1995,Cutthroat Island,2.6,
1995,Congo,2.6,
1995,Miami Rhapsody,2.6,
1995,Sudden Death,2.6,
1995,Judge Dredd,2.5,
1995,Johnny Mnemonic,2.5,
1995,Jury Duty,2.4,
1995,Vampire in Brooklyn,2.4,
1995,Dr. Jekyll and Ms. Hyde,2.4,
1995,The Brady Bunch Movie,2.4,
1995,Operation Dumbo Drop,2.4,
1995,The Mangler,2.4,
1995,Showgirls,2.3,
1995,Fair Game,2.1,
1995,Twelve Monkeys,0,
1995,Clueless,0,
1995,Faces of Death V,0,
1995,The Last Supper,0,
1995,A Boy Called Hate,0,
1995,A Personal Journey with Martin Scorsese Through American Movies,0,
1995,The Sadness of Sex,0,
1995,Fall Time,0,
1995,Best of the Best 3: No Turning Back,0,
1995,Caballos salvajes,0,
1995,Theodore Rex,0,
1995,Le garçu,0,
1995,Sonic Outlaws,0,
1995,La fille seule,0,
1995,Billy's Holiday,0,
1995,Shu dan long wei,0,
1995,Carnosaur 2,0,
1995,Gold Diggers: The Secret of Bear Mountain,0,
1995,Jupiter's Wife,0,
1995,The Jerky Boys,0,
1995,Tokyo Fist,0,
1995,Gonin,0,
1995,3 Ninjas Knuckle Up,0,
1995,Etz Hadomim Tafus,0,
1995,Aladdin and the King of Thieves,0,
1995,Carmen Miranda: Bananas Is My Business,0,
1995,Mimi wo sumaseba,0,
1995,Le bonheur est dans le pré,0,
1995,The Gate of Heavenly Peace,0,
1995,O Convento,0,
1995,Sex & the Other Man,0,
1995,Tall Tale,0,
1995,Le confessionnal,0,
1995,Far from Home: The Adventures of Yellow Dog,0,
1995,El día de la bestia,0,
1995,Castle Freak,0,
1995,Heavy Weights,0,
1995,Mutters Courage,0,
1995,Fist of the North Star,0,
1995,Best of the Best 3: No Turning Back,0,
1995,Mad Love,0,
1995,Dadetown,0,
1995,Synthetic Pleasures,0,
1995,Wings of Courage,0,
1995,Iron Eagle IV,0,
1995,Glory Daze,0,
1995,Friday,0,
1995,"Other Voices, Other Rooms",0,
1995,Nemesis 2: Nebula,0,
1995,Xich lo,0,
1995,A Kid in King Arthur's Court,0,
1995,The Haunted World of Edward D. Wood Jr.,0,
1995,Children of the Corn III: Urban Harvest,0,
1995,Der Totmacher,0,
1995,Delta of Venus,0,
1995,Crying Freeman,0,
1995,Kjærlighetens kjøtere,0,
1995,Brothers in Trouble,0,
1995,Rent-a-Kid,0,
1995,Lust och fägring stor,0,
1995,Gumby: The Movie,0,
1995,Wallace and Gromit in A Close Shave,0,
1995,El callejón de los milagros,0,
1995,The Land Before Time III: The Time of the Great Giving,0,
1996,Power 98,NULL,
1996,Marlene Dietrich: Shadow and Light,NULL,
1996,Barb Wire,NULL,
1996,Wallace & Gromit: The Best of Aardman Animation,NULL,
1996,Peanuts - Die Bank zahlt alles,NULL,
1996,Das Superweib,NULL,
1996,Promised Land,NULL,
1996,Millennium,NULL,
1996,Beautiful Thing,4.3,
1996,Kolja,4.2,
1996,Bian Lian,4.1,
1996,Small Faces,4.1,
1996,Ponette,4.1,
1996,Breaking the Waves,4.1,
1996,Kauas pilvet karkaavat,4.1,
1996,Paradise Lost: The Child Murders at Robin Hood Hills,4.1,
1996,When We Were Kings,4.1,
1996,Secrets & Lies,4.1,
1996,Trois vies & une seule mort,4,
1996,Microcosmos: Le peuple de l'herbe,4,
1996,Trainspotting,4,
1996,Some Mother's Son,4,
1996,Le huitième jour,4,
1996,Lilies - Les feluettes,4,
1996,La promesse,3.9,
1996,Shall we dansu?,3.9,
1996,Box of Moon Light,3.9,
1996,Big Night,3.9,
1996,Fargo,3.9,
1996,Hype!,3.9,
1996,Kavkazskiy plennik,3.9,
1996,Jenseits der Stille,3.9,
1996,Waiting for Guffman,3.9,
1996,Sling Blade,3.9,
1996,Chacun cherche son chat,3.8,
1996,Shine,3.8,
1996,Schizopolis,3.8,
1996,Ridicule,3.8,
1996,The Big Squeeze,3.8,
1996,Swingers,3.8,
1996,Love and Other Catastrophes,3.8,
1996,Der Unhold,3.8,
1996,Girls Town,3.8,
1996,Hamlet,3.8,
1996,Hamlet,3.8,
1996,The Pillow Book,3.8,
1996,Hamlet,3.8,
1996,Hamlet,3.8,
1996,Hamlet,3.8,
1996,Hamlet,3.8,
1996,Mystery Science Theater 3000: The Movie,3.8,
1996,Twelfth Night,3.7,
1996,Bottle Rocket,3.7,
1996,Primal Fear,3.7,
1996,Entertaining Angels: The Dorothy Day Story,3.7,
1996,Happy Gilmore,3.7,
1996,Gabbeh,3.7,
1996,It's My Party,3.7,
1996,Hotel de Love,3.7,
1996,Sydney,3.7,
1996,The Spitfire Grill,3.6,
1996,Sunset Park,3.6,
1996,Mother Night,3.6,
1996,Looking for Richard,3.6,
1996,Trees Lounge,3.6,
1996,Beautiful Girls,3.6,
1996,Set It Off,3.6,
1996,A Time to Kill,3.6,
1996,The Whole Wide World,3.6,
1996,Jude,3.6,
1996,Love Serenade,3.6,
1996,The Leading Man,3.6,
1996,The Rock,3.6,
1996,Walking and Talking,3.6,
1996,Grace of My Heart,3.6,
1996,Dream for an Insomniac,3.6,
1996,Michael Collins,3.6,
1996,Intimate Relations,3.6,
1996,Sleepers,3.6,
1996,The English Patient,3.6,
1996,Kama Sutra: A Tale of Love,3.5,
1996,Moll Flanders,3.5,
1996,Shekvarebuli kulinaris ataserti retsepti,3.5,
1996,Bound,3.5,
1996,Foxfire,3.5,
1996,Different for Girls,3.5,
1996,A Thin Line Between Love and Hate,3.5,
1996,Star Trek: First Contact,3.5,
1996,The Daytrippers,3.5,
1996,Brassed Off,3.5,
1996,Citizen Ruth,3.5,
1996,Feng yue,3.5,
1996,Independence Day,3.5,
1996,Irma Vep,3.5,
1996,Get on the Bus,3.5,
1996,The Mirror Has Two Faces,3.5,
1996,Stealing Beauty,3.5,
1996,Everyone Says I Love You,3.4,
1996,The Funeral,3.4,
1996,I'm Not Rappaport,3.4,
1996,From Dusk Till Dawn,3.4,
1996,Les voleurs,3.4,
1996,Manny & Lo,3.4,
1996,From Dusk Till Dawn,3.4,
1996,Freeway,3.4,
1996,A Family Thing,3.4,
1996,I Shot Andy Warhol,3.4,
1996,Surviving Picasso,3.4,
1996,Kids in the Hall: Brain Candy,3.4,
1996,Curdled,3.4,
1996,Ghosts of Mississippi,3.4,
1996,The People vs. Larry Flynt,3.3,
1996,SubUrbia,3.3,
1996,Carried Away,3.3,
1996,Flirting with Disaster,3.3,
1996,Wedding Bell Blues,3.3,
1996,Children of the Revolution,3.3,
1996,The Long Kiss Goodnight,3.3,
1996,The Ghost and the Darkness,3.3,
1996,SubUrbia,3.3,
1996,The Birdcage,3.3,
1996,Flirting with Disaster,3.3,
1996,The Sunchaser,3.3,
1996,Jerry Maguire,3.3,
1996,Jerry Maguire,3.3,
1996,The Frighteners,3.3,
1996,Mission: Impossible,3.3,
1996,Caught,3.2,
1996,Courage Under Fire,3.2,
1996,The Watermelon Woman,3.2,
1996,Indian Summer,3.2,
1996,White Squall,3.2,
1996,Night Falls on Manhattan,3.2,
1996,The First Wives Club,3.2,
1996,Twister,3.2,
1996,Marvin's Room,3.2,
1996,Ed's Next Move,3.2,
1996,"Love, etc.",3.2,
1996,My Fellow Americans,3.2,
1996,Unhook the Stars,3.2,
1996,A Perfect Candidate,3.2,
1996,Muppet Treasure Island,3.2,
1996,Everything Relative,3.2,
1996,Courage Under Fire,3.2,
1996,Scream,3.2,
1996,DragonHeart,3.2,
1996,The Evening Star,3.2,
1996,Twister,3.2,
1996,The Portrait of a Lady,3.2,
1996,Bed of Roses,3.2,
1996,Indian Summer,3.2,
1996,The Crucible,3.2,
1996,Up Close & Personal,3.2,
1996,Illtown,3.2,
1996,Fear,3.2,
1996,That Thing You Do!,3.2,
1996,Kingpin,3.1,
1996,Ransom,3.1,
1996,Mrs. Winterbourne,3.1,
1996,If Lucy Fell,3.1,
1996,The Craft,3.1,
1996,Ransom,3.1,
1996,Faithful,3.1,
1996,Female Perversions,3.1,
1996,Evita,3.1,
1996,Last Man Standing,3.1,
1996,Hollow Reed,3.1,
1996,Infinity,3.1,
1996,One Fine Day,3.1,
1996,Matilda,3.1,
1996,The Rich Man's Wife,3,
1996,The Trigger Effect,3,
1996,James and the Giant Peach,3,
1996,Before and After,3,
1996,Blood and Wine,3,
1996,Beavis and Butt-Head Do America,3,
1996,Fly Away Home,3,
1996,Phat Beach,3,
1996,In Love and War,3,
1996,The Substance of Fire,3,
1996,Albino Alligator,3,
1996,The Crow: City of Angels,3,
1996,The Chamber,3,
1996,Phenomenon,3,
1996,Phenomenon,3,
1996,Normal Life,3,
1996,2 Days in the Valley,3,
1996,Jack,3,
1996,American Buffalo,3,
1996,Kansas City,3,
1996,Albino Alligator,3,
1996,Kansas City,3,
1996,Ging chaat goo si 4: Ji gaan daan yam mo,3,
1996,City Hall,3,
1996,Unforgettable,3,
1996,The Associate,2.9,
1996,Mulholland Falls,2.9,
1996,Tin Cup,2.9,
1996,The Truth About Cats & Dogs,2.9,
1996,Executive Decision,2.9,
1996,She's the One,2.9,
1996,The Truth About Cats & Dogs,2.9,
1996,Mad Dog Time,2.9,
1996,Broken Arrow,2.9,
1996,Hellraiser: Bloodline,2.9,
1996,The Nutty Professor,2.9,
1996,To Gillian on Her 37th Birthday,2.9,
1996,The Associate,2.9,
1996,The Nutty Professor,2.9,
1996,Extreme Measures,2.9,
1996,The Substitute,2.9,
1996,The Arrival,2.9,
1996,The Preacher's Wife,2.9,
1996,Race the Sun,2.9,
1996,Keys to Tulsa,2.9,
1996,Homeward Bound II: Lost in San Francisco,2.9,
1996,Space Jam,2.9,
1996,Bad Moon,2.8,
1996,The Cable Guy,2.8,
1996,Daylight,2.8,
1996,The Fan,2.8,
1996,Escape from L.A.,2.8,
1996,D3: The Mighty Ducks,2.8,
1996,Maximum Risk,2.8,
1996,House Arrest,2.8,
1996,Getting Away with Murder,2.8,
1996,Mars Attacks!,2.8,
1996,The Fan,2.8,
1996,The Juror,2.8,
1996,Mary Reilly,2.8,
1996,Down Periscope,2.8,
1996,Eraser,2.8,
1996,All Dogs Go to Heaven 2,2.8,
1996,Heaven's Prisoners,2.7,
1996,The Glimmer Man,2.7,
1996,Feeling Minnesota,2.7,
1996,Chain Reaction,2.7,
1996,Thinner,2.7,
1996,Multiplicity,2.7,
1996,Adrenalin: Fear the Rush,2.7,
1996,The Great White Hype,2.7,
1996,Diabolique,2.7,
1996,Celtic Pride,2.6,
1996,Bio-Dome,2.6,
1996,Dear God,2.6,
1996,Larger Than Life,2.6,
1996,Jingle All the Way,2.6,
1996,Carpool,2.6,
1996,Fled,2.6,
1996,Sgt. Bilko,2.6,
1996,Flipper,2.6,
1996,Bordello of Blood,2.6,
1996,Harriet the Spy,2.6,
1996,The Adventures of Pinocchio,2.6,
1996,Flipper,2.6,
1996,Two If by Sea,2.6,
1996,First Kid,2.5,
1996,Joe's Apartment,2.5,
1996,Spy Hard,2.5,
1996,Dunston Checks In,2.5,
1996,Mr. Wrong,2.4,
1996,Big Bully,2.4,
1996,Striptease,2.4,
1996,The Island of Dr. Moreau,2.4,
1996,A Very Brady Sequel,2.3,
1996,The Stupids,2.3,
1996,The Pallbearer,2.3,
1996,Solo,2.3,
1996,Lawnmower Man 2: Beyond Cyberspace,2.1,
1996,Kazaam,1.8,
1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,
1996,Hak hap,0,
1996,Hard Core Logo,0,
1996,Amityville: Dollhouse,0,
1996,"I Love You, I Love You Not",0,
1996,Hustler White,0,
1996,Eye for an Eye,0,
1996,Losing Chase,0,
1996,Azúcar amarga,0,
1996,Space Truckers,0,
1996,Profundo carmesí,0,
1996,Romeo + Juliet,0,
1996,Sudden Manhattan,0,
1996,Emma,0,
1996,Libertarias,0,
1996,Éxtasis,0,
1996,The Wind in the Willows,0,
1996,Idiot Box,0,
1996,The Canterville Ghost,0,
1996,Wish Upon a Star,0,
1996,Dangan ranna,0,
1996,La sindrome di Stendhal,0,
1996,Poison Ivy II,0,
1996,Romeo + Juliet,0,
1996,Tromeo and Juliet,0,
1996,Pie in the Sky,0,
1996,Sik san,0,
1996,Edie & Pen,0,
1996,Terra Estrangeira,0,
1996,Kizzu ritân,0,
1996,American Strays,0,
1996,Children of the Corn: The Gathering,0,
1996,Tremors II: Aftershocks,0,
1996,Crimetime,0,
1996,The Boys Next Door,0,
1996,Sip si 32 dou,0,
1996,"Henry: Portrait of a Serial Killer, Part 2",0,
1996,Dong gong xi gong,0,
1996,Ripe,0,
1996,Love Is All There Is,0,
1996,L'appartement,0,
1996,Eye for an Eye,0,
1996,Santa with Muscles,0,
1996,The Line King: The Al Hirschfeld Story,0,
1996,Basquiat,0,
1996,Søndagsengler,0,
1996,Never Met Picasso,0,
1996,Carnosaur 3: Primal Species,0,
1996,Tesis,0,
1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,
1996,The Quiet Room,0,
1996,The Last of the High Kings,0,
1996,Un divan à New York,0,
1996,Doctor Who,0,
1996,Bastard Out of Carolina,0,
1996,Girl 6,0,
1996,Head Above Water,0,
1996,Bloodsport 2,0,
1996,Faces of Death VI,0,
1996,Silent Trigger,0,
1997,Orphans,NULL,
1997,Money Talks,NULL,
1997,Alien Escape,NULL,
1997,La Femme Nikita,NULL,
1997,"""Earth: Final Conflict""",NULL,
1997,Time Tracers,NULL,
1997,Wilde,NULL,
1997,Legal Deceit,NULL,
1997,"""Earth: Final Conflict""",NULL,
1997,Zork: Grand Inquisitor,NULL,
1997,Bacheha-Ye aseman,4.4,
1997,La vita è bella,4.3,
1997,Hana-bi,4.3,
1997,Twin Town,4.2,
1997,I Went Down,4.2,
1997,Love Jones,4.2,
1997,The Castle,4.1,
1997,Karakter,4.1,
1997,Little Dieter Needs to Fly,4.1,
1997,Chun gwong cha sit,4.1,
1997,Gadjo dilo,4.1,
1997,Ma vie en rose,4.1,
1997,Hands on a Hard Body: The Documentary,4.1,
1997,Chun gwong cha sit,4.1,
1997,Mononoke-hime,4.1,
1997,Ta'm e guilass,4,
1997,Nil by Mouth,4,
1997,The Sweet Hereafter,4,
1997,Vor,4,
1997,Men with Guns,3.9,
1997,Abre los ojos,3.9,
1997,Lost Highway,3.9,
1997,"Fast, Cheap & Out of Control",3.9,
1997,Eve's Bayou,3.9,
1997,24 7: Twenty Four Seven,3.9,
1997,Good Will Hunting,3.9,
1997,Men with Guns,3.9,
1997,Hav Plenty,3.9,
1997,Carne trémula,3.9,
1997,Eye of God,3.9,
1997,Waco: The Rules of Engagement,3.8,
1997,Lawn Dogs,3.8,
1997,On connaît la chanson,3.8,
1997,I Married a Strange Person!,3.8,
1997,Comedian Harmonists,3.8,
1997,Unagi,3.8,
1997,Firelight,3.8,
1997,Bent,3.8,
1997,4 Little Girls,3.8,
1997,Henry Fool,3.8,
1997,Year of the Horse,3.7,
1997,The Fifth Element,3.7,
1997,Swept from the Sea,3.7,
1997,Prefontaine,3.7,
1997,Donnie Brasco,3.7,
1997,Amy,3.7,
1997,L.A. Confidential,3.7,
1997,The Butcher Boy,3.7,
1997,The House of Yes,3.7,
1997,Rosewood,3.7,
1997,In the Company of Men,3.7,
1997,Le bossu,3.7,
1997,The Wings of the Dove,3.7,
1997,Hamam,3.7,
1997,Grosse Pointe Blank,3.7,
1997,The Spanish Prisoner,3.7,
1997,The Tango Lesson,3.7,
1997,Grosse Pointe Blank,3.7,
1997,Dream with the Fishes,3.7,
1997,Mrs Brown,3.7,
1997,Kundun,3.7,
1997,The Winter Guest,3.6,
1997,The Education of Little Tree,3.6,
1997,The Designated Mourner,3.6,
1997,Roseanna's Grave,3.6,
1997,Gang Related,3.6,
1997,Still Breathing,3.6,
1997,The Hanging Garden,3.6,
1997,Gridlock'd,3.6,
1997,Gummo,3.6,
1997,The Wrong Guy,3.6,
1997,Paradise Road,3.6,
1997,Career Girls,3.6,
1997,The Apostle,3.6,
1997,Deconstructing Harry,3.6,
1997,Lucie Aubrac,3.6,
1997,Love! Valour! Compassion!,3.6,
1997,La tregua,3.6,
1997,The Wrong Guy,3.6,
1997,The Ice Storm,3.6,
1997,Soul Food,3.6,
1997,Boogie Nights,3.5,
1997,Gattaca,3.5,
1997,Face/Off,3.5,
1997,My Son the Fanatic,3.5,
1997,Chasing Amy,3.5,
1997,The Game,3.5,
1997,Welcome to Sarajevo,3.5,
1997,Face/Off,3.5,
1997,As Good as It Gets,3.5,
1997,Sprung,3.5,
1997,Little Men,3.5,
1997,Amistad,3.5,
1997,Men in Black,3.5,
1997,Cube,3.5,
1997,"O Que É Isso, Companheiro?",3.5,
1997,Jackie Brown,3.5,
1997,Defying Gravity,3.5,
1997,Shooting Fish,3.5,
1997,The Game,3.5,
1997,Face/Off,3.5,
1997,I Think I Do,3.5,
1997,Cats Don't Dance,3.5,
1997,¿Quién diablos es Juliette?,3.4,
1997,The Devil's Advocate,3.4,
1997,Artemisia,3.4,
1997,Bliss,3.4,
1997,Welcome to Woop Woop,3.4,
1997,Le septième ciel,3.4,
1997,Regarde la mer,3.4,
1997,Seven Years in Tibet,3.4,
1997,Ayn Rand: A Sense of Life,3.4,
1997,Trekkies,3.4,
1997,Washington Square,3.4,
1997,Affliction,3.4,
1997,Ulee's Gold,3.4,
1997,Wag the Dog,3.4,
1997,The Devil's Advocate,3.4,
1997,Liar Liar,3.4,
1997,Wild Man Blues,3.4,
1997,Under the Skin,3.4,
1997,How to Be a Player,3.4,
1997,Suicide Kings,3.4,
1997,Con Air,3.4,
1997,FairyTale: A True Story,3.3,
1997,Six Ways to Sunday,3.3,
1997,The Rainmaker,3.3,
1997,Mrs Dalloway,3.3,
1997,Boys Life 2,3.3,
1997,The Full Monty,3.3,
1997,Midnight in the Garden of Good and Evil,3.3,
1997,The Assignment,3.3,
1997,The MatchMaker,3.3,
1997,Titanic,3.3,
1997,Titanic,3.3,
1997,Kiss the Girls,3.3,
1997,My Best Friend's Wedding,3.3,
1997,Smilla's Sense of Snow,3.3,
1997,Metroland,3.3,
1997,One Eight Seven,3.3,
1997,Hoodlum,3.3,
1997,Mr. Jealousy,3.3,
1997,The MatchMaker,3.3,
1997,Chinese Box,3.3,
1997,My Best Friend's Wedding,3.3,
1997,Air Force One,3.2,
1997,Deceiver,3.2,
1997,Passion in the Desert,3.2,
1997,Inventing the Abbotts,3.2,
1997,Event Horizon,3.2,
1997,Conceiving Ada,3.2,
1997,Love and Death on Long Island,3.2,
1997,Chicago Cab,3.2,
1997,She's So Lovely,3.2,
1997,The Lost World: Jurassic Park,3.2,
1997,Anastasia,3.2,
1997,Anastasia,3.2,
1997,Keep the Aspidistra Flying,3.2,
1997,Absolute Power,3.2,
1997,The Edge,3.2,
1997,Selena,3.2,
1997,Clockwatchers,3.2,
1997,The Lost World: Jurassic Park,3.2,
1997,Orgazmo,3.2,
1997,Hercules,3.2,
1997,The Myth of Fingerprints,3.2,
1997,Conspiracy Theory,3.2,
1997,"I Love You, Don't Touch Me!",3.1,
1997,Nettoyage à sec,3.1,
1997,Nothing to Lose,3.1,
1997,Contact,3.1,
1997,Kicked in the Head,3.1,
1997,Nothing to Lose,3.1,
1997,Contact,3.1,
1997,The Jackal,3.1,
1997,Cop Land,3.1,
1997,The Saint,3.1,
1997,"Truth or Consequences, N.M.",3.1,
1997,Tomorrow Never Dies,3.1,
1997,Star Maps,3.1,
1997,Nothing to Lose,3.1,
1997,A Life Less Ordinary,3.1,
1997,Fierce Creatures,3.1,
1997,U Turn,3.1,
1997,"Kiss Me, Guido",3.1,
